seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vMax	vTarget	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
1649	38.138251	-5.517085	369.25	368.10	-1.15	-4.84	9.70	11.28	39	299	160	162	0	80.00	5.83	4.23	5.83	7.22	3.114	50.146	14	1
1650	38.138300	-5.517197	371.25	369.19	-2.06	-8.38	9.70	7.59	18	327	160	164	0	80.00	6.61	5.83	6.61	4.25	3.116	50.157	14	1
1651	38.138357	-5.517244	373.00	369.92	-3.08	-9.70	6.77	6.88	25	346	151	160	0	80.00	9.69	6.61	8.62	3.07	3.118	50.165	1	2
1652	38.138417	-5.517263	374.25	370.39	-3.86	-9.99	4.44	6.67	19	358	125	156	0	80.00	12.61	8.62	10.75	2.42	3.118	50.171	1	2
1653	38.138477	-5.517266	375.50	370.68	-4.82	-9.04	4.44	8.61	23	25	125	113	0	80.00	11.62	10.75	10.75	2.88	3.119	50.178	4	0
1654	38.138547	-5.517224	376.50	371.07	-5.43	-7.81	4.44	12.23	44	39	125	127	0	80.00	10.63	10.75	10.75	4.10	3.120	50.187	4	0
1655	38.138633	-5.517137	377.50	371.61	-5.89	-5.78	4.44	12.49	68	55	125	110	0	80.00	9.52	10.75	9.52	4.49	3.121	50.199	24	1
1656	38.138698	-5.517021	377.50	372.16	-5.34	-5.40	4.44	6.99	0	57	125	127	0	80.00	9.38	9.52	9.52	2.64	3.122	50.211	4	0
1657	38.138732	-5.516954	377.25	372.47	-4.78	-4.67	4.44	6.65	23	62	126	131	0	80.00	9.20	9.52	9.52	2.52	3.123	50.218	4	0
1658	38.138760	-5.516887	377.00	372.77	-4.23	0.13	4.44	17.47	53	91	138	142	0	80.00	9.27	9.52	9.52	6.61	3.124	50.225	4	0
1659	38.138758	-5.516688	374.75	373.54	-1.21	0.74	4.44	30.11	0	94	139	137	0	80.00	9.14	9.52	9.14	11.84	3.126	50.243	24	1
1660	38.138738	-5.516346	372.00	374.88	2.88	-2.99	2.25	8.18	20	73	109	137	0	80.00	13.38	9.14	11.02	2.86	3.129	50.273	1	2
1661	38.138760	-5.516257	371.75	375.06	3.31	-6.67	2.25	8.48	20	48	102	127	0	44.81	13.92	11.02	12.31	2.60	3.130	50.281	1	1
1662	38.138811	-5.516185	372.25	375.25	3.00	-9.18	0.14	15.72	74	23	45	60	0	37.43	25.00	12.31	14.84	4.11	3.130	50.289	1	2
1663	38.138941	-5.516114	374.25	375.27	1.02	-8.95	0.14	26.78	60	26	48	60	0	29.05	25.00	14.84	17.31	5.91	3.132	50.305	1	2
1664	38.139157	-5.515978	377.50	375.31	-2.19	-5.03	0.14	6.40	16	60	40	40	-1119	17.30	17.30	17.31	17.30	1.33	3.133	50.332	34	1
1665	38.139186	-5.515915	377.75	375.32	-2.43	-2.91	0.14	7.24	15	73	44	44	-1103	16.83	16.83	17.30	16.83	1.55	3.134	50.338	34	1
1666	38.139205	-5.515836	377.75	375.33	-2.42	4.06	0.14	16.41	35	114	122	103	0	25.65	14.08	16.83	15.41	3.68	3.134	50.346	2	2
1667	38.139145	-5.515665	375.75	375.35	-0.40	3.92	0.14	8.20	0	113	121	103	0	32.78	14.23	15.41	14.95	1.99	3.135	50.362	2	1
1668	38.139116	-5.515579	375.00	375.36	0.36	1.31	0.14	5.93	27	98	108	135	0	22.74	17.61	14.95	15.50	1.37	3.136	50.370	1	1
1669	38.139109	-5.515512	374.75	375.37	0.62	-0.33	0.14	6.67	19	88	90	113	0	19.00	19.00	15.50	16.02	1.47	3.136	50.376	1	1
1670	38.139111	-5.515436	374.50	375.38	0.88	-5.25	0.14	8.25	22	58	47	60	0	20.30	20.30	16.02	16.31	1.77	3.136	50.383	1	1
1671	38.139150	-5.515356	374.75	375.39	0.64	-6.88	-0.07	8.71	33	46	43	60	0	25.00	25.00	16.31	16.82	1.82	3.137	50.391	1	1
1672	38.139204	-5.515284	375.25	375.39	0.14	-8.78	-0.07	29.33	0	29	35	60	0	80.00	25.00	16.82	19.01	5.83	3.137	50.400	1	2
1673	38.139436	-5.515124	376.50	375.37	-1.13	-8.31	-0.07	36.59	0	34	38	60	0	32.68	25.00	19.01	20.71	6.60	3.139	50.429	1	2
1674	38.139710	-5.514892	375.50	375.34	-0.16	-9.86	-0.07	13.28	27	10	10	60	0	22.71	22.71	20.71	21.47	2.25	3.141	50.466	1	1
1675	38.139828	-5.514867	375.75	375.33	-0.42	-9.36	-0.07	11.50	42	339	28	60	0	28.38	25.00	21.47	21.92	1.85	3.141	50.479	1	1
1676	38.139925	-5.514913	377.00	375.32	-1.68	-9.29	-0.07	21.62	96	338	29	60	0	30.09	25.00	21.92	22.70	3.43	3.142	50.490	1	1
1677	38.140106	-5.515004	379.75	375.30	-4.45	-9.99	-0.07	7.11	19	358	-9	0	-449	19.01	19.01	22.70	19.01	1.30	3.143	50.512	35	2
1678	38.140170	-5.515007	380.25	375.30	-4.95	-9.32	-0.07	7.50	17	21	-3	0	-103	17.93	17.93	19.01	17.93	1.50	3.143	50.519	35	1
1679	38.140233	-5.514976	380.00	375.29	-4.71	-6.67	-0.07	19.31	64	48	43	60	0	34.96	25.00	17.93	18.71	3.69	3.144	50.527	1	1
1680	38.140349	-5.514812	377.50	375.28	-2.22	-6.93	-1.83	9.61	37	46	-77	60	0	26.71	26.71	18.71	20.13	1.77	3.145	50.546	1	1
1681	38.140409	-5.514733	376.25	375.10	-1.15	-9.27	-5.35	5.39	19	22	-259	0	-391	19.23	19.23	20.13	19.23	1.01	3.145	50.556	35	1
1682	38.140454	-5.514710	376.00	374.81	-1.19	-9.69	-6.76	22.63	0	14	-474	0	0	29.98	29.98	19.23	27.02	3.51	3.145	50.561	10	5
1683	38.140651	-5.514646	375.25	373.29	-1.96	-9.32	-10.09	8.74	29	21	-584	0	-1127	23.45	23.45	27.02	23.45	1.29	3.146	50.584	35	1
1684	38.140724	-5.514610	374.75	372.41	-2.34	-6.60	-10.09	8.80	36	49	-629	0	-629	26.07	26.07	23.45	26.07	1.26	3.147	50.592	105	2
1685	38.140776	-5.514535	373.00	371.53	-1.47	-6.53	-12.06	20.88	0	49	-933	0	-933	32.69	32.69	26.07	32.69	2.47	3.147	50.601	105	4
1686	38.140898	-5.514356	368.75	369.03	0.28	-7.37	-12.06	9.41	40	43	-798	0	-1928	27.37	27.37	32.69	27.41	1.13	3.148	50.622	3	2
1687	38.140960	-5.514284	367.00	367.90	0.90	-9.26	-9.09	14.45	56	22	-704	0	0	32.56	32.56	27.41	32.43	1.74	3.148	50.631	10	3
1688	38.141080	-5.514222	365.50	366.59	1.09	-9.63	-6.10	42.73	0	16	-552	0	0	40.31	40.31	32.43	40.26	4.23	3.149	50.646	10	5
1689	38.141450	-5.514091	362.25	363.99	1.74	-9.96	-3.54	15.49	60	5	-230	0	-1835	30.61	30.61	40.26	30.61	1.62	3.150	50.689	35	3
1690	38.141589	-5.514076	362.00	363.44	1.44	-9.85	-3.54	7.56	24	350	-187	0	-1717	21.42	21.42	30.61	22.88	1.02	3.150	50.704	3	3
1691	38.141656	-5.514091	362.50	363.18	0.68	-8.68	-3.54	6.53	20	330	-163	0	-602	19.72	19.72	22.88	19.72	1.16	3.151	50.712	35	1
1692	38.141707	-5.514128	363.00	362.95	-0.05	-6.87	-3.54	18.11	63	313	-229	0	0	34.72	34.72	19.72	22.75	3.06	3.151	50.718	10	2
1693	38.141819	-5.514278	365.25	362.31	-2.94	-5.41	-3.54	17.85	0	303	-158	0	0	41.58	41.58	22.75	25.29	2.66	3.152	50.736	10	2
1694	38.141906	-5.514449	368.00	361.68	-6.32	-6.73	-3.54	11.87	63	312	-227	0	0	34.49	34.49	25.29	26.88	1.64	3.152	50.754	10	2
1695	38.141978	-5.514549	369.25	361.26	-7.99	-7.90	-3.54	7.45	37	322	-194	0	-287	26.41	26.41	26.88	26.41	1.01	3.153	50.766	35	1
1696	38.142031	-5.514601	369.50	360.99	-8.51	-9.11	-3.54	7.44	28	336	-185	0	-734	23.10	23.10	26.41	23.10	1.13	3.153	50.773	35	1
1697	38.142092	-5.514636	369.50	360.73	-8.77	-9.92	-3.54	7.50	22	353	-185	0	-505	20.58	20.58	23.10	20.58	1.29	3.154	50.781	35	1
1698	38.142159	-5.514647	368.75	360.47	-8.28	-9.70	-3.54	7.90	18	14	-172	0	-365	18.60	18.60	20.58	18.60	1.52	3.154	50.788	35	1
1699	38.142228	-5.514625	367.00	360.19	-6.81	-7.46	-3.54	21.60	0	42	-219	0	0	30.24	30.24	18.60	22.43	3.77	3.154	50.796	10	3
1700	38.142373	-5.514461	361.25	359.42	-1.83	-9.74	-3.54	11.98	23	13	-183	0	-304	20.91	20.91	22.43	20.91	2.05	3.155	50.818	35	1
1701	38.142478	-5.514430	359.00	359.00	0.00	-9.60	-2.35	10.64	26	344	-119	0	0	22.38	22.38	20.91	22.20	1.77	3.156	50.830	10	1
1702	38.142570	-5.514464	358.75	358.75	0.00	-8.37	-3.39	13.94	0	327	-211	0	0	30.42	30.42	22.20	24.28	2.15	3.156	50.840	10	2
1703	38.142675	-5.514551	359.25	358.28	-0.97	-9.81	-3.39	9.06	23	349	-177	0	-538	21.09	21.09	24.28	21.09	1.51	3.157	50.854	35	1
1704	38.142755	-5.514571	359.00	357.97	-1.03	-9.82	-6.86	8.84	28	11	-392	0	-392	23.12	23.12	21.09	23.12	1.42	3.157	50.863	105	2
1705	38.142833	-5.514552	357.75	357.37	-0.38	-9.08	-9.06	20.62	0	25	-694	0	0	32.26	32.26	23.12	31.06	2.74	3.158	50.872	10	6
1706	38.143001	-5.514454	354.50	355.51	1.01	-9.99	-6.56	14.92	32	3	-397	0	-1056	24.81	24.81	31.06	24.81	2.04	3.159	50.893	35	2
1707	38.143135	-5.514446	353.00	354.53	1.53	-8.83	-4.74	27.17	0	332	-399	0	0	40.30	40.30	24.81	29.85	3.57	3.159	50.908	10	3
1708	38.143351	-5.514591	352.75	353.24	0.49	-9.48	-4.74	10.44	59	341	-351	0	0	33.64	33.64	29.85	31.56	1.22	3.160	50.935	10	2
1709	38.143440	-5.514629	352.75	352.75	0.00	-9.91	-6.50	11.57	39	352	-423	0	-1064	27.37	27.37	31.56	27.37	1.47	3.160	50.945	35	2
1710	38.143543	-5.514647	352.00	352.00	0.00	-9.80	-6.31	7.94	19	11	-311	0	-1502	18.99	18.99	27.37	19.35	1.23	3.161	50.957	3	3
1711	38.143613	-5.514629	351.50	351.50	0.00	-7.66	-8.21	9.17	25	40	-429	0	-429	21.91	21.91	19.35	21.91	1.56	3.161	50.965	105	2
1712	38.143676	-5.514562	350.75	350.75	0.00	-6.22	-7.78	9.66	35	52	-466	0	0	25.64	25.64	21.91	25.47	1.47	3.162	50.974	10	3
1713	38.143730	-5.514476	350.00	350.00	0.00	-3.17	-4.33	11.57	30	72	-196	0	-382	23.72	23.72	25.47	23.72	1.75	3.162	50.984	35	1
1714	38.143763	-5.514351	349.50	349.50	0.00	0.46	-2.59	9.66	28	93	-11	0	-94	23.01	23.01	23.72	23.01	1.51	3.163	50.995	35	1
1715	38.143759	-5.514241	349.25	349.25	0.00	3.58	-4.14	9.31	36	111	7	11	0	26.28	22.73	23.01	23.01	1.46	3.163	51.005	4	0
1716	38.143729	-5.514142	348.50	348.87	0.37	5.30	-4.14	16.36	0	122	47	0	0	42.31	20.11	23.01	21.78	2.64	3.163	51.014	20	1
1717	38.143651	-5.513984	346.75	348.19	1.44	4.99	-4.14	16.92	0	120	44	59	0	34.30	20.84	21.78	21.78	2.80	3.164	51.031	4	0
1718	38.143575	-5.513817	344.50	347.49	2.99	2.79	-4.14	7.95	37	106	0	60	0	26.40	24.99	21.78	22.40	1.27	3.165	51.048	1	1
1719	38.143555	-5.513730	343.50	347.16	3.66	0.88	-4.14	8.81	19	95	-101	0	-433	18.88	18.88	22.40	18.88	1.64	3.165	51.056	35	1
1720	38.143548	-5.513630	342.25	346.80	4.55	-5.00	-4.14	4.66	9	60	-116	0	-778	12.85	12.85	18.88	12.85	1.12	3.166	51.064	35	2
1721	38.143569	-5.513584	342.00	346.61	4.61	-8.34	-4.14	7.32	15	33	-172	0	0	17.06	17.06	12.85	15.49	1.85	3.166	51.069	10	2
1722	38.143624	-5.513538	341.75	346.30	4.55	-9.80	-4.14	6.58	21	12	-212	0	0	20.17	20.17	15.49	17.63	1.42	3.167	51.076	10	2
1723	38.143682	-5.513523	342.25	346.03	3.78	-10.00	-4.14	8.56	0	358	-266	0	0	28.69	28.69	17.63	20.01	1.62	3.167	51.083	10	2
1724	38.143759	-5.513526	342.75	345.68	2.93	-9.69	-4.14	8.83	19	14	-203	0	-289	19.03	19.03	20.01	19.03	1.67	3.167	51.092	35	1
1725	38.143836	-5.513501	343.25	345.31	2.06	-6.30	-4.14	14.81	39	51	-237	0	0	27.17	27.17	19.03	22.11	2.59	3.168	51.100	10	2
1726	38.143920	-5.513370	342.75	344.70	1.95	-6.21	-4.14	11.99	51	52	-241	0	0	27.79	27.79	22.11	24.29	1.85	3.169	51.115	10	2
1727	38.143987	-5.513263	341.50	344.21	2.71	-9.04	-4.14	10.07	17	25	-186	0	-746	17.73	17.73	24.29	17.73	1.88	3.169	51.127	35	2
1728	38.144069	-5.513214	341.00	343.79	2.79	-9.52	-4.14	9.80	20	342	-203	0	-203	19.30	19.30	17.73	19.30	1.87	3.170	51.137	105	1
1729	38.144153	-5.513248	342.50	343.38	0.88	-8.48	-4.14	10.09	0	328	-315	0	0	36.58	36.58	19.30	21.56	1.77	3.170	51.147	10	2
1730	38.144230	-5.513309	343.50	342.97	-0.53	-8.74	-6.12	13.74	47	331	-418	0	0	29.81	29.81	21.56	25.58	2.09	3.171	51.157	10	3
1731	38.144338	-5.513385	343.00	342.13	-0.87	-9.99	-9.23	9.71	35	357	-587	0	-587	25.82	25.82	25.58	25.82	1.35	3.171	51.171	105	1
1732	38.144425	-5.513391	342.00	341.23	-0.77	-10.00	-9.23	8.81	34	2	-582	0	-620	25.58	25.58	25.82	25.58	1.24	3.172	51.181	35	1
1733	38.144504	-5.513388	340.75	340.42	-0.33	-8.99	-12.66	15.31	68	26	-921	0	-921	29.98	29.98	25.58	29.98	1.92	3.172	51.189	105	3
1734	38.144627	-5.513312	338.50	338.50	0.00	-9.24	-8.28	10.37	27	22	-461	0	-1509	22.69	22.69	29.98	22.69	1.45	3.172	51.205	35	3
1735	38.144713	-5.513267	336.50	337.65	1.15	-9.53	-8.28	14.84	28	342	-471	0	-471	23.01	23.01	22.69	23.01	2.32	3.173	51.215	105	1
1736	38.144840	-5.513318	335.75	336.42	0.67	-8.75	-6.41	10.17	36	331	-393	0	0	26.32	26.32	23.01	26.00	1.49	3.173	51.230	10	2
1737	38.144920	-5.513374	335.25	335.77	0.52	-6.49	-3.37	35.07	65	310	-207	0	0	35.31	35.31	26.00	30.03	4.49	3.174	51.240	10	3
1738	38.145125	-5.513678	335.00	334.59	-0.41	-3.12	-1.89	17.82	100	288	0	0	0	43.53	31.82	30.03	30.11	2.07	3.175	51.275	10	1
1739	38.145175	-5.513871	336.00	334.25	-1.75	-3.56	-1.89	14.65	0	291	0	0	0	33.66	33.43	30.11	30.26	1.70	3.176	51.293	10	1
1740	38.145222	-5.514027	336.50	333.98	-2.52	-5.52	-1.89	11.05	32	304	-72	0	-815	24.74	24.74	30.26	24.74	1.53	3.176	51.308	35	2
1741	38.145277	-5.514132	336.25	333.77	-2.48	-8.68	-1.89	12.91	24	330	-81	0	-361	21.25	21.25	24.74	21.25	2.15	3.177	51.319	35	1
1742	38.145378	-5.514205	334.25	333.52	-0.73	-10.00	-1.89	11.33	0	2	-101	0	0	31.09	31.09	21.25	22.35	1.85	3.177	51.332	10	1
1743	38.145480	-5.514201	332.00	333.31	1.31	-9.47	-1.89	9.03	24	341	-91	0	-202	21.32	21.32	22.35	21.32	1.52	3.178	51.343	35	1
1744	38.145557	-5.514234	330.25	333.14	2.89	-7.48	-1.89	17.06	23	318	-70	0	-88	20.98	20.98	21.32	20.98	2.93	3.178	51.352	35	1
1745	38.145672	-5.514363	328.25	332.82	4.57	-1.58	0.24	7.02	12	279	50	50	-1168	15.18	15.18	20.98	15.18	1.54	3.179	51.369	34	2
1746	38.145682	-5.514442	328.25	332.84	4.59	2.90	0.24	6.51	22	253	117	116	0	20.63	15.25	15.18	15.18	1.54	3.179	51.376	4	0
1747	38.145665	-5.514513	328.75	332.85	4.10	4.11	0.24	56.39	0	246	123	116	0	49.73	13.82	15.18	13.82	14.42	3.180	51.382	24	1
1748	38.145456	-5.515099	331.50	332.99	1.49	5.90	0.24	18.25	92	234	127	108	0	41.86	11.67	13.82	11.95	5.17	3.184	51.439	2	2
1749	38.145359	-5.515267	330.00	333.03	3.03	7.32	0.24	22.91	0	223	127	116	0	80.00	10.00	11.95	10.00	7.83	3.185	51.457	24	2
1750	38.145208	-5.515445	328.75	333.08	4.33	7.32	0.24	15.32	0	223	127	127	0	37.84	10.00	10.00	10.00	5.51	3.187	51.480	4	0
1751	38.145107	-5.515564	327.75	333.12	5.37	8.69	0.24	15.59	45	210	127	118	0	29.22	8.60	10.00	8.60	6.27	3.189	51.495	24	1
1752	38.144985	-5.515652	327.25	333.16	5.91	9.96	-1.87	12.60	45	185	101	103	0	29.27	8.52	8.60	8.60	5.27	3.191	51.511	4	0
1753	38.144872	-5.515665	329.00	332.92	3.92	10.00	-1.87	10.99	61	179	101	104	0	34.09	8.47	8.60	8.60	4.60	3.192	51.524	4	0
1754	38.144773	-5.515662	330.50	332.72	2.22	9.72	-4.29	7.09	0	166	104	130	0	42.15	13.13	8.60	10.94	2.54	3.193	51.535	1	2
1755	38.144711	-5.515643	331.75	332.41	0.66	9.91	-4.29	8.07	0	172	108	135	0	32.24	12.97	10.94	12.22	2.47	3.194	51.542	1	2
1756	38.144639	-5.515631	333.25	332.07	-1.18	10.00	-4.29	9.11	30	178	110	97	0	23.88	12.91	12.22	12.22	2.69	3.195	51.550	4	0
1757	38.144557	-5.515628	334.50	331.67	-2.83	9.13	-4.29	6.69	17	204	93	116	0	17.89	13.67	12.22	12.85	1.86	3.196	51.559	1	1
1758	38.144502	-5.515659	335.00	331.39	-3.61	7.21	-4.29	9.25	17	224	64	80	0	17.86	16.38	12.85	13.95	2.42	3.196	51.565	1	1
1759	38.144442	-5.515732	335.00	330.99	-4.01	1.82	-4.29	7.32	17	260	-89	60	0	18.12	18.12	13.95	16.16	1.74	3.197	51.575	1	2
1760	38.144430	-5.515814	334.25	330.68	-3.57	-0.43	-4.29	7.82	25	272	-138	0	0	21.99	21.99	16.16	17.82	1.65	3.197	51.582	10	2
1761	38.144433	-5.515903	333.00	330.34	-2.66	-4.10	-4.29	26.57	0	294	-163	0	0	42.15	42.15	17.82	23.38	4.63	3.198	51.590	10	4
1762	38.144531	-5.516179	327.25	329.20	1.95	-4.27	-4.29	34.37	0	295	0	15	0	80.00	51.21	23.38	28.98	4.68	3.199	51.616	1	4
1763	38.144663	-5.516533	320.75	327.73	6.98	-4.68	1.22	20.85	0	298	92	0	0	80.00	17.46	28.98	26.88	2.70	3.200	51.651	20	2
1764	38.144751	-5.516743	320.75	327.98	7.23	-5.16	3.85	19.37	0	301	119	0	0	80.00	9.95	26.88	22.32	2.84	3.201	51.672	20	3
1765	38.144841	-5.516932	322.25	328.73	6.48	-4.89	3.85	17.51	0	299	119	0	0	80.00	9.88	22.32	17.30	3.19	3.202	51.691	20	3
1766	38.144918	-5.517106	325.25	329.40	4.15	-5.40	6.76	38.54	0	303	151	135	0	80.00	7.78	17.30	7.78	13.29	3.203	51.709	24	6
1767	38.145105	-5.517475	332.00	332.00	0.00	-6.25	8.40	11.95	69	309	160	154	0	80.00	6.93	7.78	6.93	6.12	3.206	51.747	24	1
1768	38.145172	-5.517581	333.00	333.00	0.00	-7.80	5.67	8.84	0	321	139	160	0	80.00	9.37	6.93	9.30	3.82	3.208	51.759	1	2
1769	38.145234	-5.517644	333.50	333.50	0.00	-7.85	2.72	9.20	0	322	107	134	0	80.00	13.73	9.30	11.49	3.11	3.209	51.768	1	2
1770	38.145299	-5.517709	333.75	333.75	0.00	-6.59	1.88	13.30	72	311	98	123	0	80.00	15.06	11.49	13.32	3.85	3.210	51.777	1	2
1771	38.145378	-5.517823	334.00	334.00	0.00	-5.32	5.42	14.42	46	302	136	115	0	80.00	8.53	13.32	9.88	4.57	3.211	51.790	2	3
1772	38.145447	-5.517962	334.25	334.78	0.53	-1.12	8.97	17.99	34	276	160	151	0	80.00	6.03	9.88	6.03	9.75	3.212	51.805	24	3
1773	38.145465	-5.518165	335.75	336.39	0.64	3.40	10.75	12.48	36	250	160	157	0	80.00	4.77	6.03	4.77	9.25	3.215	51.823	24	1
1774	38.145427	-5.518298	337.50	337.72	0.22	5.10	14.51	9.68	51	239	160	158	0	80.00	3.55	4.77	3.55	9.68	3.218	51.835	24	1
1775	38.145383	-5.518392	338.75	339.11	0.36	6.50	11.70	7.91	0	229	160	161	0	80.00	4.03	3.55	4.03	7.10	3.220	51.845	14	1
1776	38.145337	-5.518460	340.25	340.03	-0.22	6.63	9.54	12.95	49	228	160	161	0	80.00	4.67	4.03	4.67	10.07	3.222	51.853	14	1
1777	38.145260	-5.518570	342.25	341.26	-0.99	2.60	6.27	9.83	22	255	153	158	0	80.00	7.21	4.67	7.21	5.43	3.225	51.866	14	2
1778	38.145237	-5.518678	343.50	341.87	-1.63	-1.44	6.27	9.24	28	278	149	138	0	80.00	7.78	7.21	7.21	4.61	3.227	51.876	4	0
1779	38.145249	-5.518782	343.75	342.45	-1.30	-3.78	2.78	21.42	0	292	112	138	0	80.00	11.69	7.21	11.69	7.71	3.228	51.885	14	3
1780	38.145322	-5.519008	343.50	343.05	-0.45	-4.49	-1.01	18.55	0	297	0	60	0	80.00	26.67	11.69	15.06	4.97	3.230	51.906	1	3
1781	38.145397	-5.519197	343.25	342.86	-0.39	-6.43	-1.01	10.88	0	310	0	60	0	80.00	33.66	15.06	16.61	2.46	3.231	51.925	1	1
1782	38.145460	-5.519292	342.75	342.75	0.00	-6.11	0.00	15.62	0	308	50	62	0	49.54	25.00	16.61	17.34	3.22	3.232	51.936	1	1
1783	38.145546	-5.519433	342.75	342.75	0.00	-7.26	-3.09	16.21	100	317	-175	0	0	43.33	43.33	17.34	20.05	3.10	3.233	51.951	10	2
1784	38.145652	-5.519560	342.25	342.25	0.00	-8.30	-4.40	20.62	94	326	-357	0	0	42.05	42.05	20.05	24.46	3.32	3.234	51.968	10	3
1785	38.145806	-5.519691	341.00	341.34	0.34	-9.29	-1.24	13.50	0	338	0	60	0	80.00	47.40	24.46	25.51	1.92	3.235	51.988	1	1
1786	38.145919	-5.519748	340.75	341.18	0.43	-8.95	1.24	14.14	76	333	91	0	0	80.00	20.96	25.51	24.25	2.06	3.235	52.002	20	1
1787	38.146033	-5.519820	341.00	341.35	0.35	-7.44	1.24	12.08	67	318	91	0	0	39.85	18.85	24.25	23.04	1.84	3.236	52.016	20	1
1788	38.146114	-5.519912	341.50	341.50	0.00	-6.78	0.87	15.88	52	313	87	11	0	31.45	20.67	23.04	21.82	2.57	3.236	52.028	2	2
1789	38.146211	-5.520045	342.25	341.64	-0.61	-9.83	3.24	12.77	51	349	112	0	0	80.00	14.82	21.82	19.25	2.26	3.237	52.044	20	2
1790	38.146324	-5.520072	341.75	342.05	0.30	-9.37	3.24	9.01	34	339	112	95	0	80.00	14.21	19.25	18.41	1.76	3.238	52.057	2	1
1791	38.146400	-5.520108	341.50	342.34	0.84	-7.63	6.58	8.16	16	320	149	127	0	80.00	8.64	18.41	15.88	1.73	3.238	52.066	2	2
1792	38.146456	-5.520168	341.75	342.88	1.13	-1.92	9.64	32.51	62	281	160	151	0	80.00	5.65	15.88	5.65	16.17	3.239	52.074	24	6
1793	38.146512	-5.520530	346.00	346.00	0.00	-1.64	6.64	14.26	64	279	152	157	0	80.00	7.55	5.65	7.55	7.22	3.243	52.106	14	2
1794	38.146533	-5.520690	348.00	346.94	-1.06	-5.85	3.93	12.34	38	306	120	144	0	80.00	10.13	7.55	10.13	4.83	3.245	52.120	14	2
1795	38.146598	-5.520804	349.00	347.43	-1.57	-7.26	3.93	22.20	0	317	120	109	0	80.00	10.92	10.13	10.13	7.89	3.247	52.133	4	0
1796	38.146743	-5.520978	348.75	348.30	-0.45	-8.31	2.43	18.44	0	326	104	130	0	80.00	15.04	10.13	13.45	5.53	3.249	52.155	1	3
1797	38.146881	-5.521095	348.75	348.75	0.00	-8.16	0.80	31.14	0	325	86	108	0	31.15	22.76	13.45	17.29	7.16	3.250	52.173	1	3
1798	38.147110	-5.521300	349.00	349.00	0.00	-9.89	0.00	8.31	22	351	4	60	0	20.53	20.53	17.29	18.07	1.65	3.252	52.205	1	1
1799	38.147184	-5.521314	349.00	349.00	0.00	-9.98	0.00	4.78	22	3	2	60	0	20.62	20.62	18.07	18.48	0.92	3.253	52.213	1	1
1800	38.147227	-5.521311	349.00	349.00	0.00	-9.61	0.00	6.35	21	16	7	60	0	20.17	20.17	18.48	18.92	1.18	3.253	52.218	1	1
1801	38.147282	-5.521291	349.00	349.00	0.00	-8.18	-1.45	17.23	63	35	-60	60	0	34.75	34.75	18.92	21.12	3.08	3.253	52.224	1	2
1802	38.147409	-5.521178	348.75	348.75	0.00	-7.90	0.61	7.30	0	38	84	105	0	80.00	24.32	21.12	21.35	1.20	3.254	52.241	1	1
1803	38.147461	-5.521127	348.50	348.79	0.29	-9.45	4.45	5.64	24	19	125	0	0	80.00	12.00	21.35	19.77	0.99	3.254	52.249	20	2
1804	38.147509	-5.521106	348.50	349.05	0.55	-9.82	4.45	15.84	0	11	125	106	0	80.00	12.39	19.77	17.38	3.10	3.255	52.254	2	2
1805	38.147649	-5.521072	349.75	349.75	0.00	-9.88	7.04	17.79	0	9	155	131	0	80.00	9.62	17.38	12.55	4.35	3.256	52.270	2	4
1806	38.147807	-5.521041	351.00	351.00	0.00	-9.84	7.91	6.34	0	10	160	136	0	80.00	8.80	12.55	10.74	1.99	3.257	52.288	2	2
1807	38.147863	-5.521028	351.50	351.50	0.00	-9.58	7.08	7.08	31	17	155	132	0	80.00	9.39	10.74	9.59	2.53	3.257	52.294	2	1
1808	38.147924	-5.521005	352.00	352.00	0.00	-8.16	3.75	6.67	19	35	118	147	0	80.00	11.90	9.59	10.96	2.31	3.258	52.301	1	2
1809	38.147973	-5.520961	352.25	352.25	0.00	-5.41	3.42	6.78	20	57	114	118	0	80.00	10.64	10.96	10.96	2.23	3.259	52.308	4	0
1810	38.148006	-5.520896	352.75	352.48	-0.27	-2.61	3.42	37.09	0	75	121	120	0	80.00	10.71	10.96	10.71	12.46	3.259	52.315	24	1
1811	38.148093	-5.520488	353.75	353.75	0.00	-2.50	1.33	56.44	0	76	102	128	0	80.00	16.90	10.71	16.57	14.21	3.263	52.352	1	4
1812	38.148220	-5.519865	354.50	354.50	0.00	-2.15	-1.04	48.05	0	78	34	60	0	80.00	25.00	16.57	20.33	9.27	3.267	52.408	1	3
1813	38.148313	-5.519330	354.00	354.00	0.00	-3.11	0.00	8.21	0	72	84	105	0	80.00	24.87	20.33	20.74	1.40	3.269	52.456	1	1
1814	38.148336	-5.519241	354.00	354.00	0.00	-4.75	0.00	7.48	0	62	60	75	0	80.00	25.00	20.74	20.96	1.26	3.270	52.465	1	1
1815	38.148368	-5.519166	354.25	354.00	-0.25	-5.78	0.00	6.34	0	55	52	64	0	34.59	25.00	20.96	21.10	1.06	3.270	52.472	1	1
1816	38.148401	-5.519107	354.00	354.00	0.00	-7.16	0.00	5.27	33	44	48	60	0	25.21	25.00	21.10	21.21	0.87	3.270	52.478	1	1
