seg	lat	lon	eleGPX	ele	eleShift	wind	grade	dist	radius	course	pTarget	pRider	pBrake	vTarget	vMax	vEntry	vExit	segTime	cumTime	cumDist	calcPath	calcSteps
1492	38.124420	-5.507568	365.50	365.36	-0.14	0.00	-0.27	26.84	0	0	97	92	0	20.92	80.00	20.48	20.48	4.72	3.014	47.194	4	1
1493	38.124612	-5.507754	366.00	365.29	-0.71	0.00	-0.21	19.87	0	0	98	95	0	20.75	80.00	20.48	20.48	3.49	3.015	47.221	4	1
1494	38.124790	-5.507778	363.25	365.25	2.00	0.00	-0.10	18.22	0	0	100	102	0	20.31	80.00	20.48	20.48	3.20	3.016	47.241	4	1
1495	38.124954	-5.507788	360.50	365.23	4.73	0.00	0.11	13.13	0	0	102	113	0	19.50	80.00	20.48	20.48	2.31	3.017	47.259	4	1
1496	38.125059	-5.507857	359.75	365.25	5.50	0.00	0.58	13.50	0	0	106	34	0	17.77	80.00	20.48	19.01	2.52	3.018	47.272	2	2
1497	38.125130	-5.507982	360.50	365.32	4.82	0.00	1.54	17.94	0	0	114	102	0	14.61	80.00	19.01	17.61	3.53	3.018	47.286	2	1
1498	38.125176	-5.508178	362.75	365.60	2.85	0.00	2.66	22.31	0	0	122	109	0	11.86	80.00	17.61	14.85	4.98	3.019	47.304	2	2
1499	38.125260	-5.508409	365.00	366.19	1.19	0.00	2.19	35.25	0	0	118	107	0	12.90	80.00	14.85	12.96	9.21	3.021	47.326	2	2
1500	38.125490	-5.508686	364.75	366.97	2.22	0.00	1.88	18.12	0	0	116	108	0	13.69	80.00	12.96	12.96	5.03	3.023	47.361	4	1
1501	38.125570	-5.508866	366.00	367.31	1.31	0.00	1.82	9.32	0	0	116	106	0	13.83	80.00	12.96	12.96	2.59	3.025	47.379	4	1
1502	38.125606	-5.508962	366.50	367.48	0.98	0.00	2.11	7.15	0	0	118	116	0	13.10	80.00	12.96	12.96	1.99	3.025	47.389	4	1
1503	38.125652	-5.509019	366.25	367.63	1.38	0.00	1.94	10.78	0	0	117	110	0	13.52	80.00	12.96	12.96	2.99	3.026	47.396	4	1
1504	38.125746	-5.509050	364.50	367.83	3.33	0.00	2.00	8.36	0	0	117	113	0	13.36	80.00	12.96	12.96	2.32	3.027	47.407	4	1
1505	38.125821	-5.509059	362.75	368.00	5.25	0.00	2.08	10.47	0	0	118	115	0	13.17	80.00	12.96	12.96	2.91	3.027	47.415	4	1
1506	38.125899	-5.509126	363.50	368.22	4.72	0.00	1.55	14.24	0	0	114	125	0	14.60	80.00	12.96	13.67	3.72	3.028	47.425	1	1
1507	38.125946	-5.509277	367.00	368.44	1.44	0.00	1.26	7.48	0	0	112	123	0	15.47	80.00	13.67	14.01	1.85	3.029	47.440	1	1
1508	38.125975	-5.509354	369.00	368.53	-0.47	0.00	0.78	9.02	0	0	108	119	0	17.07	80.00	14.01	14.66	2.20	3.030	47.447	1	1
1509	38.126028	-5.509432	371.25	368.60	-2.65	0.00	0.04	8.45	0	0	101	111	0	19.78	80.00	14.66	15.47	1.96	3.030	47.456	1	1
1510	38.126104	-5.509437	371.75	368.61	-3.14	0.00	-0.56	9.62	0	0	88	97	0	21.62	80.00	15.47	16.42	2.13	3.031	47.465	1	1
1511	38.126188	-5.509410	371.50	368.55	-2.95	0.00	-1.11	11.78	0	0	61	67	0	22.10	80.00	16.42	17.26	2.48	3.032	47.474	1	1
1512	38.126266	-5.509319	369.75	368.42	-1.33	0.00	-1.71	16.07	0	0	30	60	0	22.76	80.00	17.26	18.70	3.21	3.032	47.486	1	2
1513	38.126332	-5.509156	366.00	368.15	2.15	0.00	-1.54	24.00	0	0	38	60	0	22.46	80.00	18.70	20.05	4.45	3.033	47.502	1	2
1514	38.126425	-5.508909	362.00	367.78	5.78	0.00	-1.76	15.15	0	0	28	60	0	22.86	80.00	20.05	20.84	2.63	3.034	47.526	1	1
1515	38.126513	-5.508777	359.75	367.51	7.76	0.00	-1.90	17.16	0	0	23	60	0	23.22	80.00	20.84	21.73	2.88	3.035	47.541	1	1
1516	38.126653	-5.508694	358.25	367.18	8.93	0.00	-1.75	17.39	0	0	29	19	0	22.83	80.00	21.73	21.73	2.88	3.036	47.558	4	1
1517	38.126802	-5.508633	358.00	366.88	8.88	0.00	-2.00	11.85	0	0	20	60	0	23.54	40.19	21.73	22.30	1.92	3.037	47.576	1	1
1518	38.126864	-5.508523	356.25	366.64	10.39	0.00	-2.15	13.25	0	0	15	60	0	24.07	40.06	22.30	22.90	2.06	3.037	47.588	1	1
1519	38.126952	-5.508421	354.50	366.36	11.86	0.00	-3.07	12.12	0	0	0	60	0	28.58	39.27	22.90	23.97	1.85	3.038	47.601	1	1
1520	38.127058	-5.508388	354.50	365.99	11.49	0.00	-4.22	18.43	0	0	0	39	0	34.78	38.25	23.97	25.99	2.62	3.038	47.613	1	2
1521	38.127203	-5.508490	358.00	365.21	7.21	0.00	-3.30	28.23	0	0	0	0	0	29.90	39.07	25.99	26.70	3.81	3.039	47.631	10	1
1522	38.127359	-5.508744	365.50	364.28	-1.22	0.00	-2.92	14.52	0	0	0	0	0	27.64	39.40	26.70	26.75	1.92	3.040	47.660	10	1
1523	38.127449	-5.508864	369.50	363.85	-5.65	0.00	-3.19	9.47	0	0	0	0	0	29.28	39.16	26.75	26.88	1.25	3.041	47.674	10	1
1524	38.127534	-5.508873	370.75	363.55	-7.20	0.00	-4.23	12.98	0	0	0	0	0	34.82	38.24	26.88	27.64	1.69	3.041	47.684	10	1
1525	38.127620	-5.508773	370.00	363.00	-7.00	0.00	-3.53	27.07	0	0	0	0	0	31.18	38.87	27.64	28.18	3.42	3.041	47.697	10	1
1526	38.127705	-5.508484	364.00	362.05	-1.95	0.00	-3.16	19.64	0	0	0	0	0	29.07	39.19	28.18	28.24	2.47	3.042	47.724	10	1
1527	38.127786	-5.508285	360.75	361.43	0.68	0.00	-2.94	16.96	0	0	0	0	0	27.77	39.38	28.24	28.21	2.18	3.043	47.743	20	1
1528	38.127938	-5.508266	363.50	360.93	-2.57	0.00	-1.88	19.70	0	0	24	0	0	23.15	80.00	28.21	27.32	2.59	3.044	47.760	20	1
1529	38.128098	-5.508169	364.75	360.56	-4.19	0.00	-1.68	11.14	0	0	32	0	0	22.68	80.00	27.32	26.77	1.51	3.044	47.780	20	1
1530	38.128133	-5.508050	362.75	360.38	-2.37	0.00	-1.62	13.63	0	0	35	0	0	22.57	80.00	26.77	26.08	1.88	3.045	47.791	20	1
1531	38.128104	-5.507899	359.00	360.16	1.16	0.00	-1.20	17.85	0	0	56	0	0	22.15	80.00	26.08	24.88	2.53	3.045	47.805	20	1
1532	38.128182	-5.507721	356.75	359.94	3.19	0.00	-1.26	9.41	0	0	52	0	0	22.19	80.00	24.88	24.33	1.40	3.046	47.823	20	1
1533	38.128257	-5.507671	357.25	359.82	2.57	0.00	-1.17	13.42	0	0	57	0	0	22.13	80.00	24.33	23.51	2.03	3.046	47.832	20	1
1534	38.128353	-5.507578	356.75	359.67	2.92	0.00	-1.20	12.83	0	0	56	71	0	22.15	80.00	23.51	23.51	1.97	3.047	47.845	4	1
1535	38.128431	-5.507470	355.25	359.51	4.26	0.00	-1.12	16.16	0	0	60	76	0	22.10	80.00	23.51	23.51	2.48	3.048	47.858	4	1
1536	38.128546	-5.507357	354.50	359.33	4.83	0.00	-1.21	16.21	0	0	55	70	0	22.15	80.00	23.51	23.51	2.48	3.048	47.874	4	1
1537	38.128688	-5.507314	355.00	359.13	4.13	0.00	-0.84	23.97	0	0	75	94	0	21.94	80.00	23.51	23.51	3.67	3.049	47.891	4	1
1538	38.128903	-5.507339	357.25	358.93	1.68	0.00	-0.61	13.23	0	0	86	17	0	21.70	80.00	23.51	22.56	2.08	3.050	47.915	2	2
1539	38.129004	-5.507259	356.75	358.85	2.10	0.00	-0.15	18.24	0	0	99	45	0	20.51	80.00	22.56	21.39	3.05	3.051	47.928	2	2
1540	38.129166	-5.507224	357.50	358.82	1.32	0.00	1.09	15.31	0	0	111	0	0	16.02	80.00	21.39	18.58	2.78	3.051	47.946	20	2
1541	38.129275	-5.507331	358.25	358.99	0.74	0.00	4.14	21.98	0	0	131	118	0	9.47	80.00	18.58	13.75	4.96	3.052	47.961	2	4
1542	38.129393	-5.507532	360.25	359.90	-0.35	0.00	4.28	30.85	0	0	132	119	0	9.29	80.00	13.75	9.18	10.04	3.054	47.983	2	3
1543	38.129516	-5.507847	364.00	361.22	-2.78	0.00	2.58	57.58	0	0	121	127	0	12.03	80.00	9.18	12.03	18.10	3.056	48.014	14	3
1544	38.129743	-5.508437	368.50	362.70	-5.80	0.00	2.92	24.07	0	0	123	117	0	11.34	80.00	12.03	11.34	7.53	3.061	48.072	24	2
1545	38.129928	-5.508580	366.25	363.40	-2.85	0.00	2.67	33.05	0	0	122	125	0	11.84	80.00	11.34	11.84	10.11	3.063	48.096	14	2
1546	38.130112	-5.508876	367.25	364.28	-2.97	0.00	2.79	29.58	0	0	122	120	0	11.59	80.00	11.84	11.59	9.17	3.066	48.129	24	2
1547	38.130355	-5.509014	366.00	365.11	-0.89	0.00	2.13	37.34	0	0	118	126	0	13.04	80.00	11.59	13.04	10.69	3.069	48.158	14	2
1548	38.130553	-5.509358	366.25	365.91	-0.34	0.00	1.50	28.22	0	0	114	125	0	14.72	80.00	13.04	14.44	7.32	3.072	48.196	1	1
1549	38.130711	-5.509610	365.50	366.33	0.83	0.00	2.35	82.57	0	0	119	115	0	12.52	80.00	14.44	12.52	23.12	3.074	48.224	24	3
1550	38.131063	-5.510439	368.25	368.27	0.02	0.00	1.77	36.62	0	0	115	124	0	13.97	80.00	12.52	13.97	9.83	3.080	48.307	14	2
1551	38.131223	-5.510804	369.50	368.92	-0.58	0.00	0.30	21.84	0	0	104	114	0	18.83	80.00	13.97	15.94	5.18	3.083	48.343	1	2
1552	38.131363	-5.510979	369.50	368.98	-0.52	0.00	-0.88	18.61	0	0	73	80	0	21.97	80.00	15.94	17.52	4.01	3.084	48.365	1	1
1553	38.131510	-5.511081	368.25	368.82	0.57	0.00	0.44	16.78	0	0	105	97	0	18.28	80.00	17.52	17.52	3.45	3.086	48.384	4	1
1554	38.131613	-5.511221	367.75	368.89	1.14	0.00	3.83	16.37	0	0	129	116	0	9.88	80.00	17.52	14.28	3.74	3.086	48.400	2	3
1555	38.131657	-5.511399	368.50	369.52	1.02	0.00	6.32	20.48	0	0	145	131	0	7.45	80.00	14.28	8.08	7.07	3.088	48.417	2	4
1556	38.131681	-5.511630	370.50	370.81	0.31	0.00	7.91	19.75	0	0	150	146	0	6.34	80.00	8.08	6.34	10.82	3.089	48.437	24	2
1557	38.131712	-5.511851	372.25	372.37	0.12	0.00	12.52	23.75	0	0	150	149	0	4.18	80.00	6.34	4.18	20.02	3.092	48.457	24	3
1558	38.131742	-5.512117	374.50	375.32	0.82	0.00	7.45	45.38	0	0	150	151	0	6.67	80.00	4.18	6.67	24.97	3.098	48.481	14	3
1559	38.131718	-5.512632	379.00	378.69	-0.31	0.00	5.87	14.27	0	0	142	146	0	7.77	80.00	6.67	7.77	6.84	3.105	48.526	14	2
1560	38.131735	-5.512793	380.25	379.53	-0.72	0.00	4.53	8.95	0	0	134	146	0	9.01	80.00	7.77	9.01	3.81	3.107	48.540	14	2
1561	38.131777	-5.512880	381.00	379.93	-1.07	0.00	3.05	6.56	0	0	124	137	0	11.11	80.00	9.01	10.09	2.48	3.108	48.549	1	1
1562	38.131830	-5.512913	381.50	380.13	-1.37	0.00	0.75	9.53	0	0	108	119	0	17.18	80.00	10.09	12.21	3.02	3.109	48.556	1	2
1563	38.131915	-5.512928	381.75	380.20	-1.55	0.00	-1.92	9.58	0	0	22	60	0	23.29	80.00	12.21	14.30	2.57	3.109	48.565	1	2
1564	38.131994	-5.512884	381.25	380.02	-1.23	0.00	-7.97	9.91	0	0	-337	0	0	34.71	34.71	14.30	19.02	2.13	3.110	48.575	10	3
1565	38.132043	-5.512790	380.25	379.23	-1.02	0.00	-6.39	24.01	0	0	-174	0	0	36.25	36.25	19.02	24.77	3.92	3.111	48.585	10	4
1566	38.132085	-5.512522	377.50	377.70	0.20	0.00	-6.41	9.28	0	0	-177	0	0	36.23	36.23	24.77	26.48	1.31	3.112	48.609	10	1
1567	38.132123	-5.512428	376.75	377.11	0.36	0.00	-5.59	11.19	0	0	-87	0	0	37.00	37.00	26.48	27.85	1.47	3.112	48.618	10	1
1568	38.132195	-5.512339	375.75	376.48	0.73	0.00	-4.71	10.15	0	0	0	0	0	37.15	37.80	27.85	28.57	1.28	3.113	48.629	10	1
1569	38.132277	-5.512288	375.25	376.01	0.76	0.00	-2.93	16.73	0	0	0	0	0	27.71	39.39	28.57	28.52	2.14	3.113	48.640	20	1
1570	38.132427	-5.512270	374.75	375.52	0.77	0.00	-1.12	16.73	0	0	60	0	0	22.10	80.00	28.52	27.16	2.17	3.114	48.656	20	1
1571	38.132577	-5.512288	374.75	375.33	0.58	0.00	0.08	17.04	0	0	101	0	0	19.64	80.00	27.16	24.93	2.37	3.114	48.673	20	2
1572	38.132729	-5.512315	374.75	375.34	0.59	0.00	1.30	13.33	0	0	112	0	0	15.35	80.00	24.93	22.40	2.04	3.115	48.690	20	2
1573	38.132828	-5.512401	375.25	375.51	0.26	0.00	1.39	13.29	0	0	113	0	0	15.06	80.00	22.40	19.75	2.28	3.115	48.703	20	2
1574	38.132915	-5.512505	376.00	375.70	-0.30	0.00	0.95	7.67	0	0	109	98	0	16.49	80.00	19.75	19.36	1.46	3.116	48.717	2	1
1575	38.132978	-5.512541	376.25	375.77	-0.48	0.00	-0.57	10.40	0	0	88	96	0	21.63	80.00	19.36	19.68	1.88	3.116	48.724	1	1
1576	38.133071	-5.512555	376.50	375.71	-0.79	0.00	-2.41	23.79	0	0	7	60	0	25.00	39.84	19.68	21.79	4.10	3.117	48.735	1	2
1577	38.133278	-5.512485	375.00	375.14	0.14	0.00	-3.73	20.30	0	0	0	60	0	32.30	38.68	21.79	24.39	3.14	3.118	48.759	1	2
1578	38.133459	-5.512517	374.00	374.38	0.38	0.00	-1.48	60.24	0	0	41	24	0	22.38	80.00	24.39	23.08	9.33	3.119	48.779	2	2
1579	38.133923	-5.512873	373.75	373.49	-0.26	0.00	-1.48	25.40	0	0	41	48	0	22.38	80.00	23.08	23.08	3.96	3.122	48.839	4	1
1580	38.134078	-5.513086	373.50	373.12	-0.38	0.00	-2.46	13.44	0	0	4	60	0	25.00	39.80	23.08	23.84	2.05	3.123	48.865	1	1
1581	38.134157	-5.513202	373.00	372.79	-0.21	0.00	-8.80	15.25	0	0	-415	0	0	33.88	33.88	23.84	28.24	2.10	3.123	48.878	10	3
1582	38.134293	-5.513221	372.50	371.45	-1.05	0.00	-4.27	72.66	0	0	0	0	0	35.05	38.20	28.24	31.14	8.74	3.124	48.893	10	2
1583	38.134909	-5.512943	368.25	368.35	0.10	0.00	-4.10	15.66	0	0	0	0	0	34.20	38.36	31.14	31.41	1.77	3.126	48.966	10	1
1584	38.135046	-5.512901	367.00	367.71	0.71	0.00	-2.47	16.17	0	0	3	0	0	25.00	39.79	31.41	30.79	1.90	3.127	48.982	20	1
1585	38.135189	-5.512936	364.50	367.31	2.81	0.00	-1.75	16.89	0	0	29	0	0	22.83	80.00	30.79	29.69	2.03	3.127	48.998	20	1
1586	38.135276	-5.513094	363.00	367.01	4.01	0.00	-0.90	36.74	0	0	72	0	0	21.98	80.00	29.69	26.32	4.74	3.128	49.015	20	3
1587	38.135221	-5.513507	365.75	366.68	0.93	0.00	-0.81	22.54	0	0	77	0	0	21.91	80.00	26.32	24.39	3.22	3.129	49.051	20	2
1588	38.135274	-5.513755	365.50	366.50	1.00	0.00	-0.59	32.99	0	0	87	44	0	21.66	80.00	24.39	22.75	5.18	3.130	49.074	2	2
1589	38.135409	-5.514090	363.25	366.31	3.06	0.00	-0.58	22.46	0	0	87	101	0	21.64	80.00	22.75	22.75	3.55	3.131	49.107	4	1
1590	38.135411	-5.514346	363.50	366.18	2.68	0.00	-0.39	24.56	0	0	94	112	0	21.27	80.00	22.75	22.75	3.89	3.132	49.129	4	1
1591	38.135333	-5.514608	365.50	366.08	0.58	0.00	-0.29	11.63	0	0	97	0	0	21.00	80.00	22.75	21.57	1.91	3.134	49.154	20	1
1592	38.135294	-5.514731	366.75	366.05	-0.70	0.00	-0.27	12.16	0	0	97	105	0	20.94	80.00	21.57	21.57	2.03	3.134	49.165	4	1
1593	38.135284	-5.514869	367.00	366.02	-0.98	0.00	-0.17	25.62	0	0	99	110	0	20.62	80.00	21.57	21.57	4.28	3.135	49.178	4	1
1594	38.135327	-5.515156	365.75	365.97	0.22	0.00	-0.16	14.81	0	0	99	111	0	20.58	80.00	21.57	21.57	2.47	3.136	49.203	4	1
1595	38.135340	-5.515324	365.25	365.95	0.70	0.00	-0.20	16.19	0	0	98	109	0	20.71	80.00	21.57	21.57	2.70	3.137	49.218	4	1
1596	38.135287	-5.515496	367.00	365.91	-1.09	0.00	-0.24	25.98	0	0	98	106	0	20.84	80.00	21.57	21.57	4.34	3.137	49.234	4	1
1597	38.135168	-5.515751	370.75	365.85	-4.90	0.00	-0.36	28.62	0	0	95	99	0	21.20	80.00	21.57	21.57	4.78	3.138	49.260	4	1
1598	38.135179	-5.516077	368.50	365.75	-2.75	0.00	-0.60	29.82	0	0	86	85	0	21.68	80.00	21.57	21.57	4.98	3.140	49.289	4	1
1599	38.135084	-5.516395	368.00	365.57	-2.43	0.00	-1.17	25.25	0	0	57	51	0	22.13	80.00	21.57	21.57	4.22	3.141	49.319	4	1
1600	38.135028	-5.516674	366.50	365.27	-1.23	0.00	-3.09	22.17	0	0	0	60	0	28.69	39.25	21.57	23.78	3.49	3.142	49.344	1	2
1601	38.135088	-5.516915	365.75	364.59	-1.16	0.00	-5.92	28.20	0	0	-124	0	0	36.69	36.69	23.78	28.11	3.89	3.143	49.366	10	3
1602	38.135277	-5.517129	363.50	362.92	-0.58	0.00	-4.99	24.59	0	0	-18	0	0	37.55	37.55	28.11	30.00	3.03	3.144	49.394	10	2
1603	38.135438	-5.517321	361.75	361.70	-0.05	0.00	-4.89	11.72	0	0	-7	0	0	37.64	37.64	30.00	30.68	1.37	3.145	49.419	10	1
1604	38.135518	-5.517408	360.75	361.12	0.37	0.00	-10.46	10.60	0	0	-556	0	-556	31.36	31.36	30.68	31.36	1.22	3.146	49.431	105	2
1605	38.135524	-5.517528	360.75	360.02	-0.73	0.00	-6.37	73.45	0	0	-172	0	-172	36.27	36.27	31.36	36.27	7.68	3.146	49.441	105	4
1606	38.135429	-5.518355	355.00	355.35	0.35	0.00	-5.41	27.28	0	0	-67	0	0	37.16	37.16	36.27	36.99	2.68	3.148	49.515	10	1
1607	38.135392	-5.518662	353.75	353.88	0.13	0.00	-5.46	28.20	0	0	-72	0	-72	37.12	37.12	36.99	37.12	2.74	3.149	49.542	105	2
1608	38.135393	-5.518983	351.75	352.34	0.59	0.00	-2.64	32.48	0	0	0	0	0	25.86	39.64	37.12	35.09	3.25	3.150	49.570	20	2
1609	38.135416	-5.519352	351.00	351.48	0.48	0.00	-1.66	12.53	0	0	33	0	0	22.64	80.00	35.09	33.98	1.32	3.151	49.603	20	1
1610	38.135459	-5.519484	351.00	351.27	0.27	0.00	-1.34	7.85	0	0	48	0	0	22.24	80.00	33.98	33.23	0.85	3.151	49.615	20	1
1611	38.135495	-5.519561	351.00	351.17	0.17	0.00	-0.86	16.27	0	0	74	0	0	21.95	80.00	33.23	31.44	1.82	3.151	49.623	20	2
1612	38.135613	-5.519671	350.75	351.03	0.28	0.00	-0.39	9.98	0	0	94	0	0	21.26	80.00	31.44	30.21	1.17	3.152	49.639	20	1
1613	38.135699	-5.519704	350.75	350.99	0.24	0.00	0.18	9.90	0	0	103	0	0	19.27	80.00	30.21	28.80	1.21	3.152	49.649	20	1
1614	38.135788	-5.519696	350.25	351.01	0.76	0.00	2.03	15.31	0	0	117	0	0	13.28	80.00	28.80	25.39	2.04	3.152	49.659	20	2
1615	38.135921	-5.519650	351.25	351.32	0.07	0.00	3.08	16.67	0	0	124	0	0	11.06	80.00	25.39	20.59	2.63	3.153	49.674	20	3
1616	38.136029	-5.519518	352.25	351.83	-0.42	0.00	1.98	30.12	0	0	117	58	0	13.42	80.00	20.59	15.79	6.27	3.154	49.691	2	3
1617	38.136152	-5.519212	351.25	352.43	1.18	0.00	2.62	40.97	0	0	121	109	0	11.95	80.00	15.79	12.39	10.76	3.155	49.721	2	3
1618	38.136409	-5.518877	353.50	353.50	-0.00	0.00	2.31	14.97	0	0	119	117	0	12.60	80.00	12.39	12.39	4.35	3.158	49.762	4	1
1619	38.136499	-5.518750	353.50	353.84	0.34	0.00	3.52	11.05	0	0	127	114	0	10.33	80.00	12.39	11.22	3.40	3.160	49.777	2	2
1620	38.136596	-5.518722	354.25	354.23	-0.02	0.00	4.01	15.32	0	0	130	117	0	9.63	80.00	11.22	9.65	5.29	3.160	49.788	2	1
1621	38.136716	-5.518808	357.00	354.85	-2.15	0.00	3.17	14.82	0	0	125	136	0	10.90	80.00	9.65	10.90	5.17	3.162	49.804	14	2
1622	38.136849	-5.518794	359.50	355.32	-4.18	0.00	4.31	6.10	0	0	132	119	0	9.26	80.00	10.90	10.20	2.18	3.163	49.818	2	1
1623	38.136895	-5.518756	360.00	355.58	-4.42	0.00	4.25	14.97	0	0	132	124	0	9.33	80.00	10.20	9.33	5.62	3.164	49.825	24	2
1624	38.136932	-5.518592	359.25	356.21	-3.04	0.00	4.13	14.33	0	0	131	129	0	9.47	80.00	9.33	9.33	5.53	3.166	49.839	4	1
1625	38.136970	-5.518436	358.50	356.80	-1.70	0.00	5.55	13.59	0	0	140	132	0	8.03	80.00	9.33	8.03	5.81	3.167	49.854	24	2
1626	38.137035	-5.518305	358.50	357.56	-0.94	0.00	4.12	26.29	0	0	131	136	0	9.49	80.00	8.03	9.49	10.29	3.169	49.867	14	2
1627	38.137261	-5.518216	362.50	358.64	-3.86	0.00	4.34	13.11	0	0	133	137	0	9.22	80.00	9.49	9.49	4.97	3.172	49.894	4	1
1628	38.137350	-5.518118	363.00	359.21	-3.79	0.00	4.76	13.97	0	0	135	129	0	8.75	80.00	9.49	8.75	5.63	3.173	49.907	24	2
1629	38.137400	-5.517972	362.00	359.87	-2.13	0.00	5.09	16.40	0	0	137	135	0	8.42	80.00	8.75	8.42	6.98	3.174	49.921	24	2
1630	38.137494	-5.517828	361.50	360.71	-0.79	0.00	4.85	17.10	0	0	136	138	0	8.67	80.00	8.42	8.67	7.12	3.176	49.937	14	2
1631	38.137621	-5.517718	362.75	361.53	-1.22	0.00	4.62	12.57	0	0	134	130	0	8.91	80.00	8.67	8.67	5.22	3.178	49.954	4	1
1632	38.137721	-5.517651	363.75	362.11	-1.64	0.00	4.76	8.41	0	0	135	134	0	8.76	80.00	8.67	8.67	3.49	3.180	49.967	4	1
1633	38.137766	-5.517574	363.75	362.51	-1.24	0.00	7.91	7.92	0	0	150	136	0	6.33	80.00	8.67	6.33	3.94	3.181	49.975	24	3
1634	38.137767	-5.517484	362.50	363.14	0.64	0.00	5.03	24.15	0	0	137	142	0	8.49	80.00	6.33	8.49	10.70	3.182	49.983	14	3
1635	38.137641	-5.517260	358.25	364.35	6.10	0.00	5.50	7.06	0	0	140	148	0	8.06	80.00	8.49	8.49	3.00	3.185	50.007	4	1
1636	38.137597	-5.517202	357.00	364.74	7.74	0.00	5.03	8.86	0	0	137	137	0	8.48	80.00	8.49	8.49	3.76	3.186	50.014	4	1
1637	38.137568	-5.517108	356.00	365.18	9.18	0.00	5.59	6.09	0	0	141	150	0	7.98	80.00	8.49	8.49	2.58	3.187	50.023	4	1
1638	38.137549	-5.517043	355.00	365.52	10.52	0.00	5.64	8.96	0	0	141	151	0	7.95	80.00	8.49	8.49	3.80	3.187	50.029	4	1
1639	38.137547	-5.516941	354.50	366.03	11.53	0.00	5.27	9.27	0	0	139	142	0	8.27	80.00	8.49	8.49	3.93	3.189	50.038	4	1
1640	38.137585	-5.516847	354.50	366.52	12.02	0.00	5.12	7.44	0	0	138	139	0	8.40	80.00	8.49	8.49	3.16	3.190	50.048	4	1
1641	38.137626	-5.516780	355.00	366.90	11.90	0.00	5.26	7.12	0	0	139	142	0	8.27	80.00	8.49	8.49	3.02	3.190	50.055	4	1
1642	38.137677	-5.516731	355.50	367.27	11.77	0.00	6.01	8.75	0	0	143	135	0	7.67	80.00	8.49	7.67	3.98	3.191	50.062	24	2
1643	38.137751	-5.516697	356.50	367.80	11.30	0.00	7.18	14.70	0	0	150	146	0	6.89	80.00	7.67	6.89	7.57	3.192	50.071	24	2
1644	38.137883	-5.516703	359.00	368.85	9.85	0.00	4.88	23.62	0	0	136	141	0	8.63	80.00	6.89	8.63	10.21	3.195	50.086	14	2
1645	38.138080	-5.516804	363.50	370.00	6.50	0.00	4.66	9.11	0	0	135	131	0	8.86	80.00	8.63	8.63	3.80	3.197	50.109	4	1
1646	38.138148	-5.516862	365.25	370.42	5.17	0.00	5.03	8.76	0	0	137	140	0	8.49	80.00	8.63	8.63	3.65	3.198	50.118	4	1
1647	38.138195	-5.516942	366.75	370.86	4.11	0.00	4.17	14.01	0	0	131	138	0	9.42	80.00	8.63	9.42	5.47	3.199	50.127	14	2
1648	38.138251	-5.517085	369.25	371.45	2.20	0.00	3.52	11.24	0	0	127	139	0	10.33	80.00	9.42	10.33	4.08	3.201	50.141	14	2
1649	38.138300	-5.517197	371.25	371.84	0.59	0.00	3.31	7.56	0	0	126	121	0	10.65	80.00	10.33	10.33	2.63	3.202	50.152	4	1
1650	38.138357	-5.517244	373.00	372.09	-0.91	0.00	3.18	6.87	0	0	125	118	0	10.87	80.00	10.33	10.33	2.39	3.203	50.160	4	1
1651	38.138417	-5.517263	374.25	372.31	-1.94	0.00	3.28	6.67	0	0	126	120	0	10.71	80.00	10.33	10.33	2.32	3.204	50.167	4	1
1652	38.138477	-5.517266	375.50	372.53	-2.97	0.00	3.52	8.60	0	0	127	127	0	10.32	80.00	10.33	10.33	3.00	3.204	50.173	4	1
1653	38.138547	-5.517224	376.50	372.83	-3.67	0.00	3.44	12.23	0	0	127	125	0	10.44	80.00	10.33	10.33	4.26	3.205	50.182	4	1
1654	38.138633	-5.517137	377.50	373.25	-4.25	0.00	2.83	12.48	0	0	123	135	0	11.53	80.00	10.33	11.29	4.11	3.206	50.194	1	1
1655	38.138698	-5.517021	377.50	373.61	-3.89	0.00	2.70	6.99	0	0	122	116	0	11.78	80.00	11.29	11.29	2.23	3.207	50.207	4	1
1656	38.138732	-5.516954	377.25	373.79	-3.46	0.00	3.44	6.65	0	0	127	114	0	10.45	80.00	11.29	10.82	2.20	3.208	50.214	2	1
1657	38.138760	-5.516887	377.00	374.02	-2.98	0.00	4.22	17.47	0	0	132	122	0	9.37	80.00	10.82	9.37	6.34	3.209	50.220	24	2
1658	38.138758	-5.516688	374.75	374.76	0.01	0.00	2.43	30.09	0	0	120	132	0	12.35	80.00	9.37	12.41	9.73	3.210	50.238	1	2
1659	38.138738	-5.516346	372.00	375.49	3.49	0.00	2.21	8.18	0	0	119	113	0	12.85	80.00	12.41	12.41	2.37	3.213	50.268	4	1
1660	38.138760	-5.516257	371.75	375.67	3.92	0.00	2.10	8.48	0	0	118	110	0	13.12	80.00	12.41	12.41	2.46	3.214	50.276	4	1
1661	38.138811	-5.516185	372.25	375.85	3.60	0.00	1.47	15.72	0	0	113	125	0	14.84	80.00	12.41	13.67	4.32	3.214	50.285	1	2
1662	38.138941	-5.516114	374.25	376.08	1.83	0.00	0.70	26.78	0	0	107	118	0	17.34	80.00	13.67	15.64	6.49	3.216	50.300	1	2
